"OPEID","INSTNM","CITY","STABBR","ZIP","CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
2096100,"Fielding Graduate University","Santa Barbara","CA","93105-3538",2,0,22349,0.7167,0.46545,20500,8792,18259,1036.5,0.5926,432.5
2231900,"Gemological Institute of America-Carlsbad","Carlsbad","CA","92008",2,0,24199,0.7167,0.46545,9233,8792,30560,1036.5,0.1995,192
120500,"Golden Gate University-San Francisco","San Francisco","CA","94105-2968",2,0,21408,0.7167,0.46545,21572,8792,18259,1036.5,0.5912,470
2128300,"Institute for Business and Technology","Santa Clara","CA","95051-1303",3,0,17991,0.7167,0.46545,8023,8792,22546,1036.5,0.8808,173
732981,"ITT Technical Institute-National City","National City","CA","91950",3,0,20888,0.8388,0.2704,14656.5,8792,23139,1036.5,0.587,1209
732985,"ITT Technical Institute-San Dimas","San Dimas","CA","91773",3,0,18559,0.8388,0.3874,14656.5,8792,21613,1036.5,0.8027,534
732909,"ITT Technical Institute-Orange","Orange","CA","92868",3,0,19372,0.8388,0.3663,14656.5,8792,22434,1036.5,0.8164,823
2228500,"Life Chiropractic College West","Hayward","CA","94545-2800",2,0,23405,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
121500,"La Sierra University","Riverside","CA","92515-8247",2,0,26008,0.4677,0.4918,14500,8792,22680,926,0.6943,2060
122900,"Southern California University of Health Sciences","Whittier","CA","90604",2,0,20054,0.7167,0.46545,7500,8792,18259,1036.5,0.5926,0
2179943,"The Art Institute of California-Argosy University San Francisco","San Francisco","CA","94102-4908",3,0,16603,0.7167,0.3604,9500,8792,27686,1036.5,0.8111,1304
2091700,"Kaplan College-San Diego","San Diego","CA","92123",3,0,12975,0.7167,0.46545,9500,8792,24723,1036.5,0.3786,1335
1047400,"Marymount California University","Rancho Palos Verdes","CA","90275-6299",2,0,19258,0.7167,0.3144,12000,8792,22646,1036.5,0.5694,1033
3933300,"Mueller College","San Diego","CA","92108-3002",3,0,15180,0.7167,0.46545,11506,8792,30702,1036.5,0.5813,105
2161800,"Musicians Institute","Hollywood","CA","90028",3,0,22047,0.9888,0.537,6334,8792,35680,1036.5,0.4627,1166
2542300,"National Holistic Institute","Emeryville","CA","94608-2008",3,0,23734,0.7167,0.46545,9468,8792,23829,1036.5,0.792,764
2138300,"Palo Alto University","Palo Alto","CA","94304-1337",2,0,26808,0.7167,0.46545,17778,8792,18259,1036.5,0.6235,191
3163300,"Pacific States University","Los Angeles","CA","90010",2,0,13789,0.7167,1,9833,8792,30753,1036.5,0.1053,14
117300,"Pomona College","Claremont","CA","91711-6319",2,0,22496,0.1392,0.9573,8561,8792,12557,1454,0.1525,1587
2179908,"Argosy University-San Francisco Bay Area","Alameda","CA","94501",3,0,17856,0.7167,0.46545,9500,8792,23000,1036.5,0.7945,168
3010611,"Golf Academy of America-Carlsbad","Carlsbad","CA","92008",3,0,25375,1,0.46545,12380.5,8792,23374,1036.5,0.4845,230
2500000,"San Joaquin College of Law","Clovis","CA","93612-1312",2,0,22472,0.7167,0.46545,10500,8792,18259,1036.5,0.5926,432.5
3072700,"Westwood College-Los Angeles","Los Angeles","CA","90010",3,0,21359,0.7167,0.35,15222,8792,25008,1036.5,0.8656,661
2578000,"Santa Barbara Business College-Santa Maria","Santa Maria","CA","93454",3,0,15943,0.7167,0.7576,12111,8792,16570,1036.5,0.8037,188
2120600,"Saybrook University","San Francisco","CA","94111-1920",2,0,22709,0.7167,0.46545,12500,8792,18259,1036.5,0.5926,432.5
408000,"Starr King School for Ministry","Berkeley","CA","94709-1209",2,0,15440,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2559300,"United Education Institute-Huntington Park Campus","Huntington Park","CA","90255",3,0,16017,0.7167,0.46545,9500,8792,23735,1036.5,0.9898,2732
884600,"The Wright Institute","Berkeley","CA","94704-1796",2,0,19822,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2179937,"Western State College of Law at Argosy University","Fullerton","CA","92831-3014",3,0,16420,0.7167,0.46545,9500,8792,18259,1036.5,0.5926,432.5
940100,"Colorado Christian University","Lakewood","CO","80226",2,0,13423,0.9764,0.3726,9500,8792,23450,1036.5,0.647,3614
2078900,"The Art Institute of Colorado","Denver","CO","80203-2983",3,0,16372,0.7167,0.3765,12597,8792,26651,1036.5,0.7743,1794
966407,"Empire Beauty School-Lakewood","Lakewood","CO","80226",3,0,20915,0.7167,0.46545,5781,8792,13059,1036.5,0.7059,62
793806,"Lincoln College of Technology-Denver","Denver","CO","80239",3,0,15728,0.7167,0.46545,10861,8792,17921,1036.5,0.7454,1262
135400,"Iliff School of Theology","Denver","CO","80210-4798",2,0,15854,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
764900,"Rocky Mountain College of Art and Design","Lakewood","CO","80214",3,0,19757,0.7167,0.4876,10000,8792,27741,1036.5,0.696,722
940700,"Lincoln College of New England-Southington","Southington","CT","06489-1057",3,0,20529,0.7167,0.2333,14217,8792,25220,1036.5,0.7628,837
141600,"University of Bridgeport","Bridgeport","CT","06604-5620",2,0,16601,0.6385,0.281,17500,8792,22951,923,0.7347,2835
730500,"Porter and Chester Institute of Branford","Branford","CT","6405",3,0,21018,0.7167,0.46545,9500,8792,23447,1036.5,0.7891,298
2244900,"Goodwin College","East Hartford","CT","6118",2,0,16651,0.7167,0.2885,13960.5,8792,21072,1036.5,0.842,3269
730306,"Lincoln Technical Institute-East Windsor","East Windsor","CT","6088",3,0,17245,0.7167,0.46545,10182,8792,17544,1036.5,0.8176,655
2202500,"New England Tractor Trailer Training School of Connecticut","Somers","CT","6071",3,0,20506,0.7167,0.46545,5931,8792,10133,1036.5,0.8828,302
1077900,"Porter and Chester Institute of Stratford","Stratford","CT","06615-7158",3,0,20675,0.7167,0.46545,9500,8792,24551,1036.5,0.7794,2630
143300,"Wesley College","Dover","DE","19901-3875",2,0,21945,0.625,0.2178,14250,8792,22422,841,0.8011,1481
145900,"Strayer University-District of Columbia","Washington","DC","20005",3,0,17552,0.7167,0.1667,12500,8792,18259,1036.5,0.7226,871
1303904,"South University-West Palm Beach","Royal Palm Beach","FL","33411",3,0,17610,0.4829,0.1563,9500,8792,24052,1036.5,0.7803,972
148200,"Florida College","Temple Terrace","FL","33617-5527",2,0,14628,0.5875,0.4978,10750,8792,19028,1060,0.6441,558
146900,"Florida Institute of Technology","Melbourne","FL","32901-6975",2,0,21950,0.6045,0.5437,8509,8792,30624,1153,0.459,3191
3031400,"International Academy of Design and Technology-Tampa","Tampa","FL","33634",3,0,18318,0.7167,0.2564,15042,8792,17088,1036.5,0.8545,474
732910,"ITT Technical Institute-Tampa","Tampa","FL","33634-7350",3,0,24564,0.8388,0.3556,14656.5,8792,23227,1036.5,0.7737,463
1246117,"Lincoln College of Technology-West Palm Beach","West Palm Beach","FL","33407",3,0,14899,0.7167,0.5137,8228,8792,20743,1036.5,0.7356,738
884900,"Palm Beach Atlantic University","West Palm Beach","FL","33401",2,0,15678,0.8412,0.4667,16297,8792,22152,1061,0.5529,2501
2179918,"Argosy University-Sarasota","Sarasota","FL","34235",3,0,20456,0.7167,0.46545,9500,8792,18259,1036.5,0.7829,128
153100,"Stetson University","DeLand","FL","32723",2,0,18420,0.5925,0.6409,18050,8792,21815,1168,0.6566,2711
869410,"Rasmussen College-Florida","Ocala","FL","34474-6226",3,0,14592,0.7679,0.2842,12667,8792,19529,1036.5,0.8624,5627
927000,"The Art Institute of Atlanta","Atlanta","GA","30328-1635",3,0,13641,0.7167,0.2227,12161,8792,26846,1036.5,0.8102,2974
2580200,"Atlanta School of Massage","Atlanta","GA","30338",3,0,19165,0.7167,0.46545,7917,8792,13864,1036.5,0.3907,62
1303900,"South University-Savannah","Savannah","GA","31406",3,0,14566,0.4829,0.1684,9500,8792,24695,1036.5,0.7035,775
156800,"Interdenominational Theological Center","Atlanta","GA","30314-4143",2,0,19906,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2074800,"Life University","Marietta","GA","30060",2,0,18965,0.7454,0.2174,11291.5,8792,22479,1036.5,0.7947,765
2217200,"Portfolio Center","Atlanta","GA","30309",3,0,11415,0.8302,0.46545,9500,8792,37133,1036.5,0.9556,116
3072500,"World Medicine Institute","Honolulu","HI","96821",2,0,15702,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2218000,"Carrington College-Boise","Boise","ID","83704-8742",3,0,15240,1,0.46545,9500,8792,22487,1036.5,0.61,552
732915,"ITT Technical Institute-Boise","Boise","ID","83713-1529",3,0,25088,0.8388,0.2297,14656.5,8792,23914,1036.5,0.8099,251
923200,"Catholic Theological Union at Chicago","Chicago","IL","60615-5698",2,0,15761,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2155307,"The Chicago School of Professional Psychology at Chicago","Chicago","IL","60654",2,0,21857,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2522800,"Fox College","Bedford Park","IL","60638",3,0,18664,0.6687,0.46545,12250,8792,16897,1036.5,0.8894,375
2179936,"Argosy University-Chicago","Chicago","IL","60601",3,0,18389,0.7167,0,9500,8792,19423,1036.5,0.7846,293
2573700,"Institute for Clinical Social Work","Chicago","IL","60605-1229",2,0,22290,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
169800,"The John Marshall Law School","Chicago","IL","60604",2,0,26502,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2319200,"Lake Forest Graduate School of Management","Lake Forest","IL","60045",2,0,22499,0.7167,0.46545,6136,8792,18259,1036.5,0.5926,432.5
2527600,"Lexington College","Chicago","IL","60607-3534",2,0,17480,0.8919,0.5,11500,8792,25648,845,0.9778,55
622500,"Trinity College of Nursing & Health Sciences","Rock Island","IL","61201-5317",2,0,17149,0,0.6667,14641.5,8792,18259,1036.5,0.8448,191
888000,"Morrison Institute of Technology","Morrison","IL","61270-2959",2,0,21191,0.7167,0.46545,12000,8792,21377,1036.5,0.7561,103
173200,"National University of Health Sciences","Lombard","IL","60148-4583",2,0,16157,0.7167,0.46545,9500,8792,18259,1036.5,0.464,87
173600,"Northern Baptist Theological Seminary","Lombard","IL","60148-5698",2,0,16622,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
1258400,"The Illinois Institute of Art-Chicago","Chicago","IL","60654-1593",3,0,15848,0.7167,0.2806,13000,8792,25649,1036.5,0.8503,2322
174600,"Robert Morris University Illinois","Chicago","IL","60605",2,0,16268,0.21,0.4608,14500,8792,20497,1036.5,0.8068,2775
980000,"Rush University","Chicago","IL","60612",2,0,22944,0.7167,0.46545,20486,8792,18259,1036.5,0.7037,121
2158400,"Harrison College-Indianapolis","Indianapolis","IN","46204-2611",3,0,16157,1,0.3259,12576,8792,19196,1036.5,0.8883,3726
457901,"International Business College-Indianapolis","Indianapolis","IN","46256-3954",3,0,16154,0.8297,0.46545,12137,8792,16346,1036.5,0.9499,399
732958,"ITT Technical Institute-Nashville","Nashville","TN","37214-3717",3,0,21586,0.8388,0.2373,14656.5,8792,22291,1036.5,0.7687,525
732993,"ITT Technical Institute-Fort Wayne","Fort Wayne","IN","46825",3,0,24312,0.8388,0.321,14656.5,8792,22119,1036.5,0.8424,283
732900,"ITT Technical Institute-Indianapolis","Indianapolis","IN","46268-1119",3,0,17881,0.8388,0.1972,14656.5,8792,23589,1036.5,0.803,4296
727600,"Saint Meinrad School of Theology","St. Meinrad","IN","47577",2,0,19240,0.7167,0.46545,5000,8792,18259,1036.5,0.5926,432.5
3069100,"Allen College","Waterloo","IA","50703-1999",2,0,16347,0.5,0.6667,18103,8792,24065,1036.5,0.9169,398
189100,"University of Dubuque","Dubuque","IA","52001",2,0,18183,0.7742,0.468,17114,8792,19474,926,0.8222,1687
186800,"Grinnell College","Grinnell","IA","50112-1690",2,0,15346,0.3506,0.8568,10022.5,8792,19368,1357,0.4158,1661
627300,"Mercy College of Health Sciences","Des Moines","IA","50309-1239",2,0,15358,0.785,0.3662,14250,8792,18527,1036.5,0.7459,826
1230000,"Palmer College of Chiropractic-Davenport","Davenport","IA","52803-5287",2,0,24074,0.6,0.6667,10492,8792,21199,1036.5,0.8542,39
729100,"St Luke's College","Sioux City","IA","51104-0263",2,0,14193,0.375,0.46545,13000,8792,21626,1030,0.6749,184
191700,"Barclay College","Haviland","KS","67059-0288",2,0,15136,0.5285,0.5946,12625,8792,20860,954,0.764,233
3007000,"Frontier Nursing University","Hyden","KY","41749",2,1,18840,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
842500,"Daymar College-Paducah Main","Paducah","KY","42001-8252",3,0,18969,0.7167,0.3182,17130.5,8792,24840,1036.5,0.6533,86
2576200,"Mid-Continent University","Mayfield","KY","42066-9007",2,0,13757,0.7031,0.2538,9343.5,8792,27232,923,0.5626,2142
931300,"Daymar College-Owensboro","Owensboro","KY","42301",3,0,20375,0.7167,0.375,13736.5,8792,23343,1036.5,0.7336,122
461800,"Spencerian College-Louisville","Louisville","KY","40216",3,0,13289,0.7167,0.46545,12385,8792,25201,1036.5,0.6072,528
461900,"Sullivan University","Louisville","KY","40205-3013",3,0,14670,0.7167,0.481,12667,8792,23441,1036.5,0.6739,3404
201600,"Loyola University New Orleans","New Orleans","LA","70118-6143",2,0,17610,0.8707,0.5486,18500,8792,21546,1143,0.5825,2910
2600900,"Aveda Institute-Covington","Covington","LA","70433",3,0,19175,0.7167,0.46545,9833,8792,14656,1036.5,0.8128,1707
202700,"Saint Joseph Seminary College","St. Benedict","LA","70457",2,0,19801,0.7167,0.75,9833,8792,25915,1036.5,0.0192,133
2361300,"The Landing School","Arundel","ME","4046",2,0,17005,0.7167,0.46545,9500,8792,34608,1036.5,0.4853,83
143600,"Capitol College","Laurel","MD","20708",2,0,17039,0.5903,0.4286,13250,8792,19406,1042,0.5351,430
793600,"Lincoln College of Technology-Columbia","Columbia","MD","21046",3,0,17110,0.7167,0.46545,11246,8792,23847,1036.5,0.6326,693
210400,"University of Maryland-Baltimore","Baltimore","MD","21201-1627",1,0,15376,0.7167,0.46545,14000,8792,18259,1036.5,0.5014,738
211500,"Amherst College","Amherst","MA","01002-5000",2,0,22937,0.1428,0.9578,10453,8792,19449,1434,0.1321,1785
2337400,"Bancroft School of Massage Therapy","Worcester","MA","1604",3,0,18545,0.7167,0.46545,7600,8792,18259,1036.5,0.5811,66
632200,"Signature Healthcare Brockton Hospital School of Nursing","Brockton","MA","02302-1905",2,0,26810,0.3953,0.46545,20000,8792,14797,956,0.8353,323
214400,"Dean College","Franklin","MA","02038-1941",2,0,17320,0.6835,0.4315,9500,8792,25716,845,0.649,1238
215000,"Fisher College","Boston","MA","2116",2,0,12333,0.6273,0.3891,9320.5,8792,30797,825,0.6564,1733
215400,"Hellenic College-Holy Cross Greek Orthodox School of Theology","Brookline","MA","02445-7496",2,0,12436,0.7167,0.4118,9833,8792,26722,1036.5,0.3636,92
633100,"Lawrence Memorial Hospital School of Nursing","Medford","MA","2155",2,0,23486,0.7167,0.46545,20000,8792,18259,1036.5,0.953,302
2163600,"Massachusetts School of Professional Psychology","Newton","MA","2459",2,0,25397,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
2491700,"Cortiva Institute-Boston","Watertown","MA","2472",3,0,18180,0.7167,0.46545,7917,8792,22123,1036.5,0.4027,210
2579800,"New England School of Acupuncture","Newton","MA","2458",2,0,19564,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
748400,"Newbury College","Brookline","MA","2445",2,0,16433,0.5953,0.309,16000,8792,24111,850,0.773,961
219700,"Nichols College","Dudley","MA","01571-5000",2,0,14317,0.8047,0.4656,15782.5,8792,26673,940,0.876,1260
2197900,"North Bennet Street School","Boston","MA","2109",2,0,22612,0.7167,0.46545,10750,8792,29436,1036.5,0.5739,161
220200,"Blessed John XXIII National Seminary","Weston","MA","02493-2699",2,0,23663,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
466600,"Salter College-West Boylston","West Boylston","MA","1583",3,0,14760,0.7167,0.46545,7851,8792,23850,1036.5,0.674,697
964500,"Bard College at Simon's Rock","Great Barrington","MA","01230-9702",2,0,21625,0.922,0.6739,13000,8792,29821,1036.5,0.5411,344
222400,"Wellesley College","Wellesley","MA","02481-8203",2,0,18628,0.2911,0.9068,8000,8792,21930,1399,0.2534,2347
222900,"Williams College","Williamstown","MA","1267",2,0,26201,0.1702,0.9536,11248,8792,20935,1439,0.2478,2051
2198900,"Michigan School of Professional Psychology","Farmington Hills","MI","48334-4512",2,0,16046,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
225400,"Michigan State University-College of Law","East Lansing","MI","48824-1300",2,0,24120,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
732991,"ITT Technical Institute-Wyoming","Wyoming","MI","49519",3,0,26705,0.8388,0.3421,14656.5,8792,23365,1036.5,0.8151,343
1262700,"Thomas M Cooley Law Schoo","Lansing","MI","48901",2,0,21798,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
989200,"Duluth Business University","Dultuh","MN","55807",3,0,14104,0.7167,0.2468,15833,8792,26774,1036.5,0.8704,201
464200,"Globe University-Woodbury","Woodbury","MN","55125-3388",3,0,20734,0.7167,0.3455,16768,8792,22781,1036.5,0.7206,845
4044300,"Hazelden Graduate School of Addiction Studies","Center City","MN","55012-0011",2,0,20791,0.7167,0.46545,9833,8792,18259,1036.5,0,0
1024800,"The Art Institutes International-Minnesota","Minneapolis","MN","55402",3,0,14833,0.7167,0.3513,15903,8792,25479,1036.5,0.8573,1161
2179901,"Argosy University-Twin Cities","Eagan","MN","55121",3,0,16066,0.7167,0.2273,9500,8792,20023,1036.5,0.7592,1113
464500,"Minneapolis Business College","Roseville","MN","55113-0000",3,0,17619,0.7167,0.46545,11766.5,8792,14404,1036.5,0.8884,235
405708,"National American University-Roseville","Roseville","MN","55113-4035",3,0,15058,0.7167,0.25,10490.5,8792,18496,1036.5,0.8696,369
999200,"Oak Hills Christian College","Bemidji","MN","56601-8834",2,0,24896,0.5873,0.5667,12000,8792,15540,930,0.6713,126
869400,"Rasmussen College-Minnesota","St. Cloud","MN","56301-3713",3,0,16215,0.7679,0.3707,12667,8792,20689,1036.5,0.7531,4742
464100,"Dunwoody College of Technology","Minneapolis","MN","55403-1192",2,0,16889,0.7243,0.4134,12000,8792,27096,1036.5,0.8479,1065
239100,"William Mitchell College of Law","Saint Paul","MN","55105-3076",2,0,19688,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
1289101,"Antonelli College-Jackson","Jackson","MS","39232",3,0,21414,0.7167,0.46545,14750,8792,22750,1036.5,0.7648,485
163200,"Aquinas Institute of Theology","Saint Louis","MO","63108-3323",2,0,16900,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
732923,"ITT Technical Institute-Earth City","Earth City","MO","63045",3,0,21870,0.8388,0.3445,14656.5,8792,21068,1036.5,0.8103,602
245300,"Central Methodist University-College of Liberal Arts and Sciences","Fayette","MO","65248-1198",2,0,15278,0.6506,0.4407,12580,8792,17801,1006,0.7442,1104
246700,"Conception Seminary College","Conception","MO","64433-0502",2,0,18858,0.9524,0.6111,9833,8792,27549,1165,0.3,90
2164200,"Forest Institute of Professional Psychology","Springfield","MO","65807",2,0,16579,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
247700,"A T Still University of Health Sciences","Kirksville","MO","63501",2,0,23181,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
470300,"Logan University","Chesterfield","MO","63017-5529",2,0,16857,0.7167,0.46545,7050,8792,18259,1036.5,0.6042,49
2121100,"Midwest Institute","Fenton","MO","63026",3,0,15002,0.7167,0.46545,9500,8792,18729,1036.5,0.3902,179
979500,"Missouri College","Brentwood","MO","63144",3,0,19186,0.7167,0.5995,9500,8792,18107,1036.5,0.8964,547
249900,"Rockhurst University","Kansas City","MO","64110-2561",2,0,14635,0.7543,0.6921,14684,8792,23101,1164,0.5954,1682
250400,"St Louis College of Pharmacy","Saint Louis","MO","63110-1088",2,0,23280,0.7167,0.6598,15500,8792,18259,1036.5,0.5926,723
2340500,"St Louis College of Health Careers-St Louis","Saint Louis","MO","63110",3,0,13274,0.3158,0.46545,9500,8792,24722,1036.5,0.591,295
252200,"Wentworth Military Academy & Junior College","Lexington","MO","64067-1799",2,0,15743,0.7167,0.46545,8750,8792,22172,1036.5,0.2907,399
4051303,"The Art Institute of Las Vegas","Henderson","NV","89074-7737",3,0,14599,0.7167,0.3209,12136.5,8792,24679,1036.5,0.8525,1097
919200,"Sierra Nevada College","Incline Village","NV","89451",2,0,15975,0.7167,0.5522,15750,8792,27218,1036.5,0.6087,476
473100,"Daniel Webster College","Nashua","NH","03063-1300",3,0,13033,0.5992,0.5356,12500,8792,25468,962,0.8729,626
257900,"New England College","Henniker","NH","3242",2,0,11615,0.8997,0.3979,9746,8792,28458,1036.5,0.7249,1465
750200,"Berkeley College-Woodland Park","Woodland Park","NJ","7424",3,0,18079,0.7167,0.3118,10166,8792,19545,1036.5,0.837,3667
259700,"Bloomfield College","Bloomfield","NJ","7003",2,0,18053,0.5464,0.3642,18500,8792,20718,835,0.8211,1906
2154000,"Divers Academy International","ERIAL","NJ","8081",3,0,23960,0.7167,0.46545,7307,8792,31612,1036.5,0.6032,236
2223900,"Drake College of Business-Elizabeth","Elizabeth","NJ","7201",3,0,21639,0.7167,0.46545,9500,8792,20258,1036.5,1,1133
2053700,"Eastwick College-Ramsey","Ramsey","NJ","07446-2551",3,0,15299,0.3675,0.46545,13112.5,8792,30039,1036.5,0.6935,987
642000,"Mountainside School of Nursing","Montclair","NJ","07042-4837",3,0,20024,0.7167,0.46545,20000,8792,18259,1036.5,0.7619,116
260000,"College of Saint Elizabeth","Morristown","NJ","07960-6989",2,0,18246,0.4836,0.5563,17334.5,8792,17276,855,0.4866,947
3076100,"Southwestern College","Santa Fe","NM","87507",2,0,15854,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
751800,"Apex Technical School","Long Island City","NY","11101",3,0,17184,0.7167,0.46545,9500,8792,16995,1036.5,0.555,1292
739400,"Berkeley College-New York","New York","NY","10017",3,0,18246,0.7167,0.3069,14999,8792,24664,1036.5,0.7251,4551
282200,"Christ the King Seminary","East Aurora","NY","14052-0607",2,0,17118,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
644300,"Cochran School of Nursing","Yonkers","NY","10701",2,0,21700,0.7167,0.46545,20000,8792,18259,1036.5,0.7386,79
271100,"Cornell University","Ithaca","NY","14853",2,0,24114,0.1556,0.9334,11500,8792,26484,1422,0.3154,14309
271101,"Weill Cornell Medical College","New York","NY","10065",2,0,20977,0.1556,0.46545,11500,8792,18259,1036.5,0.5926,432.5
904300,"Elmira Business Institute","Elmira","NY","14901",3,0,18631,0.7167,0.46545,11662,8792,24053,1036.5,0.7897,431
1015300,"Helene Fuld College of Nursing","New York","NY","10035-2737",2,0,15006,1,0.5882,13250,8792,18259,1036.5,0.5815,393
2294900,"Institute of Audio Research","New York","NY","10003",3,0,16379,0.7167,0.46545,6375,8792,19031,1036.5,0.4425,490
737500,"Island Drafting and Technical Institute","Amityville","NY","11701-2704",3,0,15952,0.7167,0.46545,12000,8792,19334,1036.5,0.8689,95
2093700,"Long Island Business Institute","Flushing","NY","11354-5577",3,0,17172,0.7167,0.46545,14157.5,8792,13115,1036.5,0.1363,416
275102,"LIU Hudson at Rockland","Orangeburg","NY","10962-2219",2,0,21921,0.837,0.46545,18325.5,8792,18259,1036.5,0.5926,432.5
275101,"LIU Brentwood","Brentwood","NY","11717",2,0,20397,0.837,0.46545,18325.5,8792,18259,1036.5,0.8,23
1227700,"New York Chiropractic College","Seneca Falls","NY","13148-0800",2,0,22856,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
1055100,"New York School for Medical and Dental Assistants","Long Island City","NY","11101",3,0,21704,0.7167,0.46545,8784,8792,13120,1036.5,0.91,328
267400,"New York Theological Seminary","New York","NY","10115",2,0,17082,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
274900,"New York College of Podiatric Medicine","New York","NY","10035-1940",2,0,24425,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
