"OPEID","INSTNM","CITY","STABBR","ZIP","CONTROL","DISTANCEONLY","TUITFTE","ADM_RATE_ALL","C150_4","DEBT_MDN","NPT4_PUB","NPT4_PRIV","SAT_AVG","PCTFLOAN","UGDS"
102600,"Marion Military Institute","Marion","AL","36756-3207",1,0,2443,0.6034,0.46545,5500,11013,18259,1040,0.6257,411
569700,"Northwest-Shoals Community College","Muscle Shoals","AL","35661",1,0,1338,0.7167,0.46545,5500,4678,18259,1036.5,0.2559,3235
103100,"Northeast Alabama Community College","Rainsville","AL","35986",1,0,1904,0.7167,0.46545,3500,2544,18259,1036.5,0,2376
103400,"Alabama Southern Community College","Monroeville","AL","36460",1,0,3125,0.7167,0.46545,9833,4998,18259,1036.5,0,1218
569200,"Reid State Technical College","Evergreen","AL","36401",1,0,1331,0.7167,0.46545,9833,4912,18259,1036.5,0,414
103000,"Bishop State Community College","Mobile","AL","36603-5898",1,0,1692,0.7167,0.46545,9833,5145,18259,1036.5,0,3363
569100,"Shelton State Community College","Tuscaloosa","AL","35405-8522",1,0,2285,0.7167,0.46545,9833,8587,18259,1036.5,0,4859
103800,"Snead State Community College","Boaz","AL","35957-0734",1,0,2092,0.7167,0.46545,3500,3884,18259,1036.5,0.2344,2161
573400,"H Councill Trenholm State Technical College","Montgomery","AL","36108-3199",1,0,2371,0.7167,0.46545,9833,6067,18259,1036.5,0,1262
573300,"Bevill State Community College","Jasper","AL","35501",1,0,1857,0.7167,0.46545,9833,8303,18259,1036.5,0,3212
106300,"University of Alaska Fairbanks","Fairbanks","AK","99775-7500",1,0,6510,0.7167,0.309,11247,9372,18259,1036.5,0.2676,5729
3160300,"AVTEC-Alaska's Institute of Technology","Seward","AK","99664-0889",1,0,5501,0.4888,0.46545,5500,8792,18259,1036.5,0.1447,1347
1146205,"Prince William Sound Community College","Valdez","AK","99686-0097",1,0,3126,0.7167,0.46545,11336.5,8775,18259,1036.5,0.2015,134
2317800,"American Institute of Technology","Phoenix","AZ","85043-4729",3,0,6018,0.7167,0.46545,6069,8792,19019,1036.5,0.7451,278
107100,"Arizona Western College","Yuma","AZ","85365-8834",1,0,746,0.7167,0.46545,4750,9095,18259,1036.5,0.0554,7442
728300,"Central Arizona College","Coolidge","AZ","85128-9030",1,0,1226,0.7167,0.46545,5584,4310,18259,1036.5,0.1783,5462
107200,"Cochise College","Douglas","AZ","85607-6190",1,0,524,0.7167,0.46545,4500,5017,18259,1036.5,0.0706,3787
2582700,"Cortiva Institute-Tucson","Tucson","AZ","85710",3,0,5761,0.7167,0.46545,6333,8792,19534,1036.5,0.8816,143
107300,"Eastern Arizona College","Thatcher","AZ","85552-0769",1,0,906,0.7167,0.46545,9833,534,18259,1036.5,0,4812
830300,"GateWay Community College","Phoenix","AZ","85034",1,0,2122,0.7167,0.46545,7000,8106,18259,1036.5,0.242,5653
1186400,"Mohave Community College","Kingman","AZ","86409-1238",1,0,1477,0.7167,0.46545,8910,11346,18259,1036.5,0.2421,4759
824600,"Dine College","Tsaile","AZ","86556",1,0,343,0.7167,0.0205,9833,8382,18259,1036.5,0,1402
1186200,"Northland Pioneer College","Holbrook","AZ","86025-0610",1,0,1256,0.7167,0.46545,9833,9172,18259,1036.5,0,1641
107800,"Phoenix College","Phoenix","AZ","85013",1,0,1376,0.7167,0.46545,6750,8091,18259,1036.5,0.2878,10234
2177500,"Rio Salado College","Tempe","AZ","85281",1,0,2403,0.7167,0.46545,4750,8214,18259,1036.5,0.2366,10217
830400,"Scottsdale Community College","Scottsdale","AZ","85256",1,0,2174,0.7167,0.46545,4500,9264,18259,1036.5,0.171,7687
2146600,"South Mountain Community College","Phoenix","AZ","85042",1,0,942,0.7167,0.46545,4927,7948,18259,1036.5,0.2666,3980
107900,"Yavapai College","Prescott","AZ","86301",1,0,2022,0.7167,0.46545,5513,8254,18259,1036.5,0.1244,6072
108600,"University of Arkansas at Pine Bluff","Pine Bluff","AR","71601",1,0,2277,0.277,0.2583,13698.5,7695,18259,842,0.7276,2503
109100,"Arkansas State University-Beebe","Beebe","AR","72012-1000",1,0,1727,0.7167,0.46545,5250,5837,18259,1036.5,0.1337,3217
109000,"Arkansas State University-Main Campus","Jonesboro","AR","72401",1,0,3527,0.7551,0.3698,13300,9475,18259,1088,0.5289,9325
108900,"Arkansas Tech University","Russellville","AR","72801-2222",1,0,3247,0.8503,0.4025,10043,9128,18259,1008,0.4734,8734
108500,"University of Arkansas at Monticello","Monticello","AR","71656",1,0,2757,0.7167,0.2804,8250,9828,18259,1036.5,0.5956,3024
3105200,"Baptist Health Schools-Little Rock","Little Rock","AR","72210-2820",2,0,4199,0.8615,0.46545,11862.5,8792,15238,970,0.8846,918
2052200,"Black River Technical College","Pocahontas","AR","72455",1,0,1275,0.7167,0.46545,7698,5481,18259,1036.5,0.4177,1894
109200,"University of Central Arkansas","Conway","AR","72035-0001",1,0,4425,0.8997,0.4203,11864,9693,18259,1070,0.492,9261
2220900,"Cossatot Community College of the University of Arkansas","De Queen","AR","71832",1,0,947,0.7167,0.46545,9833,5219,18259,1036.5,0,1129
704400,"Crowley's Ridge Technical Institute","Forrest City","AR","72335-0925",1,0,448,0.7167,0.46545,9833,3443,18259,1036.5,0,286
1226000,"East Arkansas Community College","Forrest City","AR","72335-2204",1,0,1456,0.7167,0.46545,2250,3051,18259,1036.5,0.0628,922
1210500,"National Park Community College","Hot Springs","AR","71913",1,0,1641,0.7167,0.46545,10500,8691,18259,1036.5,0.3935,2445
2073500,"University of Arkansas Community College-Batesville","Batesville","AR","72503-3350",1,0,1044,0.7167,0.46545,7900,2702,18259,1036.5,0.49,1090
109800,"Henderson State University","Arkadelphia","AR","71999-0001",1,0,2994,0.6221,0.2854,10443,8049,18259,1011,0.5985,3190
2330800,"Jefferson Regional Medical Center School of Nursing","Pine Bluff","AR","71603",2,0,2888,0.7167,0.46545,15521,8792,18259,1036.5,0.6134,76
1074100,"Academy of Salon and Spa","Fort Smith","AR","72901",3,0,4213,0.7167,0.46545,6333,8792,15696,1036.5,0.619,75
2348200,"Mid-South Community College","West Memphis","AR","72301-3829",1,0,1920,0.7167,0.46545,9833,10158,18259,1036.5,0,1263
1286000,"Arkansas Northeastern College","Blytheville","AR","72316-1109",1,0,1274,0.7167,0.46545,3619,6694,18259,1036.5,0,1141
1226100,"North Arkansas College","Harrison","AR","72601-5508",1,0,1006,0.7167,0.46545,9312,4094,18259,1036.5,0.2661,1885
2073700,"Northwest Technical Institute","Springdale","AR","72764",1,0,3293,0.7167,0.46545,9833,7077,18259,1036.5,0,252
997600,"College of the Ouachitas","Malvern","AR","72104-0816",1,0,1320,0.7167,0.46545,6804,8758,18259,1036.5,0.199,817
2087000,"Ozarka College","Melbourne","AR","72556-0010",1,0,758,0.7167,0.46545,9500,6035,18259,1036.5,0.4618,1226
524500,"University of Arkansas Community College-Morrilton","Morrilton","AR","72110",1,0,1708,0.5838,0.46545,5500,6770,18259,930,0.4113,2077
110400,"Phillips Community College of the University of Arkansas","Helena","AR","72342-0785",1,0,365,0.7167,0.46545,4500,10838,18259,1036.5,0.0354,986
570700,"Southeast Arkansas College","Pine Bluff","AR","71603",1,0,2086,0.7167,0.46545,4633,5233,18259,1036.5,0.7236,1415
2075300,"Pulaski Technical College","North Little Rock","AR","72118-3347",1,0,1267,0.7167,0.46545,13727,13349,18259,1036.5,0.6226,9480
573200,"University of Arkansas Community College-Hope","Hope","AR","71801",1,0,1094,0.7167,0.46545,3500,8562,18259,1036.5,0.0368,1157
2111100,"Rich Mountain Community College","Mena","AR","71953",1,0,1183,0.7167,0.46545,9833,4538,18259,1036.5,0,553
2569600,"Searcy Beauty College Inc","Searcy","AR","72143",3,0,2506,0.7167,0.46545,6333,8792,15138,1036.5,0.4924,104
2074600,"South Arkansas Community College","El Dorado","AR","71731-7010",1,0,1405,0.7167,0.46545,9000,12545,18259,1036.5,0.4018,1306
110700,"Southern Arkansas University Main Campus","Magnolia","AR","71753",1,0,3465,0.6081,0.2973,10500,7543,18259,989,0.5054,2640
773800,"Southern Arkansas University Tech","Camden","AR","71701-1906",1,0,2125,0.7167,0.46545,4878.5,10119,18259,1036.5,0.2262,894
111000,"University of Arkansas-Fort Smith","Fort Smith","AR","72913-3649",1,0,2204,0.5736,0.2291,8240,6727,18259,1028,0.4018,6508
672000,"College of Alameda","Alameda","CA","94501",1,0,1049,0.7167,0.46545,7500,3873,18259,1036.5,0.0111,5147
111100,"Allan Hancock College","Santa Maria","CA","93454-6399",1,0,710,0.7167,0.46545,7000,4896,18259,1036.5,0.0227,9692
111300,"Antelope Valley College","Lancaster","CA","93536-5426",1,0,334,0.7167,0.46545,9500,5405,18259,1036.5,0.1692,12416
111900,"Barstow Community College","Barstow","CA","92311",1,0,326,0.7167,0.46545,9833,9214,18259,1036.5,0,2866
807300,"Butte College","Oroville","CA","95965-8399",1,0,842,0.7167,0.46545,9000,5224,18259,1036.5,0.1393,11123
112400,"Cabrillo College","Aptos","CA","95003",1,0,996,0.7167,0.46545,7058,6841,18259,1036.5,0.0367,12724
799300,"California State University-Bakersfield","Bakersfield","CA","93311-1099",1,0,3182,0.6626,0.3946,11000,8634,18259,901,0.4158,7226
115700,"California State University-Stanislaus","Turlock","CA","95382-0299",1,0,4704,0.7215,0.5198,14000,7797,18259,917,0.4286,7751
114100,"California State University-Dominguez Hills","Carson","CA","90747-0005",1,0,5563,0.5747,0.2935,14191,3698,18259,845,0.4291,11894
697300,"Canada College","Redwood City","CA","94061-1099",1,0,723,0.7167,0.46545,6875,2778,18259,1036.5,0.0179,5217
1011100,"Cerro Coso Community College","Ridgecrest","CA","93555-9571",1,0,993,0.7167,0.46545,9833,5413,18259,1036.5,0,4029
116200,"Chabot College","Hayward","CA","94545",1,0,1053,0.7167,0.46545,8750,5504,18259,1036.5,0.0212,12082
116600,"Citrus College","Glendora","CA","91741-1899",1,0,976,0.7167,0.46545,5500,2185,18259,1036.5,0.0307,11494
2309500,"Clovis Adult Education","Clovis","CA","93611",1,0,3556,0.7167,0.46545,9833,12685,18259,1036.5,0,608
2063500,"Coastline Community College","Fountain Valley","CA","92708-2597",1,0,945,0.7167,0.46545,7000,5379,18259,1036.5,0.0547,8999
770700,"Columbia College","Sonora","CA","95370",1,0,637,0.7167,0.46545,9833,6540,18259,1036.5,0,2425
119701,"El Camino College-Compton Center","Compton","CA","90221-5393",1,0,363,0.7167,0.46545,5000,6723,18259,1036.5,0.0123,6846
119000,"Contra Costa College","San Pablo","CA","94806-3195",1,0,578,0.7167,0.46545,5500,9257,18259,1036.5,0.0275,5468
753600,"Cosumnes River College","Sacramento","CA","95823-5799",1,0,472,0.7167,0.46545,7177,7626,18259,1036.5,0.0516,12852
927200,"Crafton Hills College","Yucaipa","CA","92339-1799",1,0,548,0.7167,0.46545,9833,10675,18259,1036.5,0,4716
119200,"Cuesta College","San Luis Obispo","CA","93403-8106",1,0,1098,0.7167,0.46545,6502,9873,18259,1036.5,0.0489,7964
2111300,"Cuyamaca College","El Cajon","CA","92019",1,0,760,0.7167,0.46545,3500,1822,18259,1036.5,0.0146,7778
119300,"Cypress College","Cypress","CA","90630-5897",1,0,866,0.7167,0.46545,6750,4265,18259,1036.5,0.0263,14923
118200,"College of the Desert","Palm Desert","CA","92260",1,0,815,0.7167,0.46545,5500,7943,18259,1036.5,0.0418,8330
1245200,"Evergreen Valley College","San Jose","CA","95135-1598",1,0,713,0.7167,0.46545,6500,8192,18259,1036.5,0.0219,7472
859700,"Feather River Community College District","Quincy","CA","95971-9124",1,0,1564,0.7167,0.46545,5613,9405,18259,1036.5,0.2141,1444
119900,"Foothill College","Los Altos Hills","CA","94022",1,0,2036,0.7167,0.46545,6836,4743,18259,1036.5,0.0413,13362
120200,"Gavilan College","Gilroy","CA","95020",1,0,716,0.7167,0.46545,6480,5953,18259,1036.5,0.0319,5267
120300,"Glendale Community College","Glendale","CA","91208-2894",1,0,859,0.7167,0.46545,6235,2861,18259,1036.5,0.0367,14102
120600,"Golden West College","Huntington Beach","CA","92647-2710",1,0,1022,0.7167,0.46545,5500,10198,18259,1036.5,0.028,11689
120900,"Hartnell College","Salinas","CA","93901",1,0,391,0.7167,0.46545,4543,8661,18259,1036.5,0,8829
121400,"Imperial Valley College","Imperial","CA","92251-0158",1,0,398,0.7167,0.46545,9833,2916,18259,1036.5,0,6663
2539500,"Irvine Valley College","Irvine","CA","92618-0301",1,0,1429,0.7167,0.46545,7066,10437,18259,1036.5,0.0148,11725
130800,"Reedley College","Reedley","CA","93654",1,0,524,0.7167,0.46545,3500,3813,18259,1036.5,8e-04,12081
1290700,"Lake Tahoe Community College","South Lake Tahoe","CA","96150",1,0,1263,0.7167,0.46545,9833,4811,18259,1036.5,0,2155
126600,"Laney College","Oakland","CA","94607",1,0,1158,0.7167,0.46545,7750,8246,18259,1036.5,0.0169,10140
121700,"Lassen Community College","Susanville","CA","96130",1,0,966,0.7167,0.46545,5500,7800,18259,1036.5,0.0559,2290
122400,"Los Angeles Harbor College","Wilmington","CA","90744-2397",1,0,842,0.7167,0.46545,4412,8346,18259,1036.5,0.0146,8719
704700,"Los Angeles Southwest College","Los Angeles","CA","90047-4899",1,0,289,0.7167,0.46545,3500,6063,18259,1036.5,0.0334,6129
122700,"Los Angeles Trade Technical College","Los Angeles","CA","90015-4181",1,0,350,0.7167,0.46545,4500,5074,18259,1036.5,0.0563,12033
616500,"Los Angeles County College of Nursing and Allied Health","Los Angeles","CA","90033-1084",1,0,2910,0.7167,0.46545,11645,8792,18259,1036.5,0.4787,182
1255000,"Los Angeles Mission College","Sylmar","CA","91342-3200",1,0,581,0.7167,0.46545,8500,7405,18259,1036.5,0.0352,7931
1034000,"Los Medanos College","Pittsburg","CA","94565",1,0,630,0.7167,0.46545,4499,8387,18259,1036.5,0.0089,7502
2546400,"MTI Business College Inc","Stockton","CA","95207-4349",3,0,1819,0.7167,0.46545,9500,8792,18103,1036.5,1,138
117800,"College of Marin","Kentfield","CA","94904-2590",1,0,996,0.7167,0.46545,9500,8298,18259,1036.5,0.0921,5040
1167200,"Mendocino College","Ukiah","CA","95482",1,0,517,0.7167,0.46545,7229,8453,18259,1036.5,0.0581,3130
123700,"Merced College","Merced","CA","95348-2898",1,0,588,0.7167,0.46545,9833,3034,18259,1036.5,0,9163
126700,"Merritt College","Oakland","CA","94619-3196",1,0,1181,0.7167,0.46545,9500,10104,18259,1036.5,0.0417,5435
123900,"MiraCosta College","Oceanside","CA","92056-3899",1,0,1069,0.7167,0.46545,4149,3451,18259,1036.5,0.0165,13846
2119100,"Mission College","Santa Clara","CA","95054-1897",1,0,958,0.7167,0.46545,6125,8096,18259,1036.5,0.0078,7467
124200,"Monterey Peninsula College","Monterey","CA","93940-4799",1,0,1014,0.7167,0.46545,7093,6330,18259,1036.5,0.0239,8781
711500,"Moorpark College","Moorpark","CA","93021-1695",1,0,646,0.7167,0.46545,6726,2770,18259,1036.5,0.0281,13437
124600,"Mt San Jacinto Community College District","San Jacinto","CA","92583-2399",1,0,502,0.7167,0.46545,7878,6428,18259,1036.5,0,13324
124700,"Napa Valley College","Napa","CA","94558-6236",1,0,986,0.7167,0.46545,8931,9327,18259,1036.5,0.0199,5707
2518400,"The National Hispanic University","San Jose","CA","95127-3823",3,0,2847,0.7167,0.4565,10000,8792,16413,1036.5,0.482,434
718700,"Adrian's College of Beauty Modesto","Modesto","CA","95350-2381",3,0,5036,0.7167,0.46545,9500,8792,14768,1036.5,0.5081,275
1287200,"North-West College-Pomona","Pomona","CA","91768",3,0,5273,1,0.46545,7387,8792,20043,1036.5,0.9251,280
1170700,"North-West College-West Covina","West Covina","CA","91790",3,0,5839,1,0.46545,7030,8792,19258,1036.5,0.923,550
2591600,"North-West College-Pasadena","Pasadena","CA","91101",3,0,5084,1,0.46545,7640,8792,18434,1036.5,0.9191,193
448100,"Ohlone College","Fremont","CA","94539-0390",1,0,1558,0.7167,0.46545,9250,10029,18259,1036.5,0.0155,9184
1284200,"Oxnard College","Oxnard","CA","93033-6699",1,0,778,0.7167,0.46545,9833,3856,18259,1036.5,0,6450
125900,"Palo Verde College","Blythe","CA","92225",1,0,262,0.7167,0.46545,9833,7114,18259,1036.5,0,2946
126800,"Porterville College","Porterville","CA","93257",1,0,474,0.7167,0.46545,9833,2954,18259,1036.5,0,3339
118500,"College of the Redwoods","Eureka","CA","95501-9300",1,0,743,0.7167,0.46545,6548,4547,18259,1036.5,0.0599,2585
126900,"Rio Hondo College","Whittier","CA","90601-1616",1,0,620,0.7167,0.46545,5250,5375,18259,1036.5,0.0082,14709
3109500,"Dongguk University-Los Angeles","Los Angeles","CA","90020-1704",2,0,4819,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,9
127300,"San Diego City College","San Diego","CA","92101-4787",1,0,648,0.7167,0.46545,4500,6054,18259,1036.5,0.0567,14054
1182000,"San Diego Miramar College","San Diego","CA","92126-2999",1,0,490,0.7167,0.46545,4500,6109,18259,1036.5,0.0274,10709
128200,"San Jose City College","San Jose","CA","95128-2798",1,0,715,0.7167,0.46545,5250,9196,18259,1036.5,0.0239,7960
118100,"College of San Mateo","San Mateo","CA","94402-3784",1,0,1070,0.7167,0.46545,4500,5819,18259,1036.5,0.0103,8378
118600,"College of the Sequoias","Visalia","CA","93277-2214",1,0,368,0.7167,0.46545,3300,1915,18259,1036.5,0.0195,9747
2359300,"Shasta Bible College and Graduate School","Redding","CA","96002",2,0,1545,1,0.3125,9833,8792,19193,1036.5,0.3585,45
128900,"Shasta College","Redding","CA","96003",1,0,847,0.7167,0.46545,7362,4832,18259,1036.5,0.0773,7358
118700,"College of the Siskiyous","Weed","CA","96094-2899",1,0,1046,0.7167,0.46545,9198,7860,18259,1036.5,0.1916,2168
950900,"Charles A Jones Career and Education Center","Sacramento","CA","95824-1529",1,0,64,0.7167,0.46545,5500,2435,18259,1036.5,0.2544,1032
771300,"Skyline College","San Bruno","CA","94066-1698",1,0,699,0.7167,0.46545,6000,4229,18259,1036.5,0.0118,8859
127200,"San Bernardino Valley College","San Bernardino","CA","92410-2798",1,0,553,0.7167,0.46545,3500,6464,18259,1036.5,6e-04,11057
129200,"Solano Community College","Fairfield","CA","94534-3197",1,0,601,0.7167,0.46545,7000,7255,18259,1036.5,0.0367,8341
130900,"Taft College","Taft","CA","93268",1,0,958,0.7167,0.46545,9833,6025,18259,1036.5,0,5047
128800,"Claremont School of Theology","Claremont","CA","91711-3199",2,0,3097,0.7167,0.46545,5612,8792,18259,1036.5,0.5926,432.5
1244600,"Universal College of Beauty Inc-Los Angeles 1","Los Angeles","CA","90044",3,0,1872,0.7167,0.46545,2625,8792,14371,1036.5,0,33
133400,"Ventura College","Ventura","CA","93003-3872",1,0,713,0.7167,0.46545,7454,3100,18259,1036.5,0.0519,11784
133500,"Victor Valley College","Victorville","CA","92395-5850",1,0,395,0.7167,0.46545,9500,7219,18259,1036.5,0,9981
2242700,"Berkeley City College","Berkeley","CA","94704",1,0,1039,0.7167,0.46545,6250,6673,18259,1036.5,0.022,6036
117600,"West Hills College-Coalinga","Coalinga","CA","93210",1,0,594,0.7167,0.46545,5500,7363,18259,1036.5,0.0731,2793
859600,"West Los Angeles College","Culver City","CA","90230-3519",1,0,785,0.7167,0.46545,9000,7441,18259,1036.5,0.0449,9464
133800,"West Valley College","Saratoga","CA","95070-5698",1,0,1043,0.7167,0.46545,4500,9086,18259,1036.5,0.0086,8470
134400,"Yuba College","Marysville","CA","95901",1,0,410,0.7167,0.46545,7000,6014,18259,1036.5,0.0273,6345
758200,"Aims Community College","Greeley","CO","80632",1,0,3776,0.7167,0.46545,5259.5,9053,18259,1036.5,0.3586,3852
134600,"Arapahoe Community College","Littleton","CO","80160-9002",1,0,4151,0.7167,0.46545,5500,8792,18259,1036.5,0.3815,8920
450600,"Colorado Mountain College","Glenwood Springs","CO","81601-0233",1,0,2303,0.7167,0.2006,5500,10262,18259,1036.5,0.2367,3559
135900,"Colorado Northwestern Community College","Rangely","CO","81648-3598",1,0,4904,0.7167,0.46545,8578.5,10816,18259,1036.5,0.2884,649
2276900,"Community College of Aurora","Aurora","CO","80011-9036",1,0,3933,0.7167,0.46545,6500,12960,18259,1036.5,0.2727,5694
2156200,"Delta Montrose Technical College","Delta","CO","81416",1,0,2761,0.7167,0.46545,4825,6820,18259,1036.5,0.0913,262
954200,"Community College of Denver","Denver","CO","80204-2026",1,0,3543,0.7167,0.46545,8250,8184,18259,1036.5,0.4011,8003
559600,"Emily Griffith Technical College","Denver","CO","80204-2197",1,0,2332,0.7167,0.46545,9833,10299,18259,1036.5,0,2802
135500,"Lamar Community College","Lamar","CO","81052-3999",1,0,3259,0.7167,0.46545,7667,10249,18259,1036.5,0.2511,538
135800,"Colorado Mesa University","Grand Junction","CO","81501-3122",1,0,6199,0.8212,0.3005,11250,15833,18259,972,0.576,8733
998100,"Morgan Community College","Fort Morgan","CO","80701",1,0,3576,0.7167,0.46545,7000,10880,18259,1036.5,0.1871,937
136100,"Northeastern Junior College","Sterling","CO","80751-2944",1,0,3604,0.7167,0.46545,5500,11743,18259,1036.5,0.3162,1257
136200,"Otero Junior College","La Junta","CO","81050",1,0,2442,0.7167,0.46545,6502,10667,18259,1036.5,0.2603,1011
889600,"Pikes Peak Community College","Colorado Springs","CO","80906-5498",1,0,3705,0.7167,0.46545,5906,9607,18259,1036.5,0.2401,12747
2116300,"Pueblo Community College","Pueblo","CO","81004-1499",1,0,2703,0.7167,0.46545,7125,9205,18259,1036.5,0.5043,4922
954300,"Red Rocks Community College","Lakewood","CO","80228-1255",1,0,4755,0.7167,0.46545,8050,10017,18259,1036.5,0.3289,8224
136500,"Colorado State University-Pueblo","Pueblo","CO","81001-4901",1,0,5059,0.9434,0.3306,12061,13658,18259,967,0.5624,4375
1287500,"Pickens Technical College","Aurora","CO","80011-9307",1,0,1504,0.7167,0.46545,9833,9922,18259,1036.5,0,1184
136800,"Trinidad State Junior College","Trinidad","CO","81082",1,0,2640,0.7167,0.46545,5500,10875,18259,1036.5,0.2306,1307
1115000,"Asnuntuck Community College","Enfield","CT","6082",1,0,3229,0.7167,0.46545,4500,6279,18259,1036.5,0.0723,1360
763500,"Capital Community College","Hartford","CT","6103",1,0,1721,0.7167,0.46545,5250,8457,18259,1036.5,0.0608,3732
451300,"Housatonic Community College","Bridgeport","CT","06604-4704",1,0,2217,0.7167,0.46545,4750,5655,18259,1036.5,0.0425,5288
139200,"Manchester Community College","Manchester","CT","6040",1,0,2984,0.7167,0.46545,2869.5,4319,18259,1036.5,0.0191,6773
698200,"Naugatuck Valley Community College","Waterbury","CT","06708-3089",1,0,2982,0.7167,0.46545,4200,6145,18259,1036.5,0.0628,6627
803800,"Middlesex Community College","Middletown","CT","06457-4829",1,0,3097,0.7167,0.46545,4450,4319,18259,1036.5,0.0539,2403
976500,"Three Rivers Community College","Norwich","CT","6360",1,0,2569,0.7167,0.46545,6100,4516,18259,1036.5,0.0695,4384
139900,"Norwalk Community College","Norwalk","CT","6854",1,0,3425,0.7167,0.46545,2750,8455,18259,1036.5,0.0044,5133
139800,"Northwestern Connecticut Community College","Winsted","CT","6098",1,0,2854,0.7167,0.46545,3033,4866,18259,1036.5,0.0176,1233
1053000,"Quinebaug Valley Community College","Danielson","CT","06239-1436",1,0,2408,0.7167,0.46545,9833,6381,18259,1036.5,0,1796
803700,"Gateway Community College","New Haven","CT","6510",1,0,2411,0.7167,0.46545,3500,6963,18259,1036.5,0.0415,7275
976400,"Tunxis Community College","Farmington","CT","06032-3187",1,0,3489,0.7167,0.46545,3500,6811,18259,1036.5,0.0465,3781
2296100,"Yale-New Haven Hospital Dietetic Internship","New Haven","CT","6510",2,0,1800,0.7167,0.46545,9833,8792,18259,1036.5,0.5926,432.5
3025800,"Dawn Career Institute Inc","Wilmington","DE","19805-1511",3,0,4680,0.7167,0.46545,9500,8792,20918,1036.5,0.5299,638
705300,"Delaware Technical Community College-Owens","Georgetown","DE","19947",1,0,4522,0.7167,0.46545,4327,4535,18259,1036.5,0.1494,3978
1172700,"Delaware Technical Community College-Terry","Dover","DE","19901",1,0,4219,0.7167,0.46545,4500,5045,18259,1036.5,0.2051,2857
2144900,"Delaware Technical Community College-Stanton/Wilmington","Wilmington","DE","19801",1,0,4464,0.7167,0.46545,3775,4963,18259,1036.5,0.1531,6492
2190400,"Schilling-Douglas School of Hair Design","Newark","DE","19711",3,0,2104,0.7167,0.46545,8260,8792,16393,1036.5,0.52,146
1226300,"Atlantic Technical Center","Coconut Creek","FL","33063-3902",1,0,4516,0.7167,0.46545,9833,6910,18259,1036.5,0,902
3382300,"Bradford-Union Technical Center","Starke","FL","32091",1,0,2421,0.7167,0.46545,9833,3765,18259,1036.5,0,139
147000,"Eastern Florida State College","Cocoa","FL","32922",1,0,1724,0.7167,0.4493,6707,6953,18259,1036.5,0.205,12736
147100,"College of Central Florida","Ocala","FL","34474",1,0,1167,0.7167,0.4439,7770.5,8059,18259,1036.5,0.4125,7113
2297000,"Charlotte Technical Center","Port Charlotte","FL","33948-3399",1,0,2712,0.7167,0.46545,9833,12340,18259,1036.5,0,225
147200,"Chipola College","Marianna","FL","32446-2053",1,0,1374,0.7167,0.481,4500,3926,18259,1036.5,0.0588,1635
1323400,"Lorenzo Walker Institute of Technology","Naples","FL","34104-4405",1,0,2647,0.7167,0.46545,9833,12272,18259,1036.5,0,614
147500,"Daytona State College","Daytona Beach","FL","32114",1,0,1453,0.7167,0.3813,6250,7150,18259,1036.5,0.3586,12993
